set_id,set_number,set_name,theme,release_year,msrp_usd,start_date,end_date,observation_months,start_price_usd,price_12m_usd,price_24m_usd,roi_12m_pct,roi_24m_pct,annualized_roi_pct,max_drawdown_pct,win_12m,win_24m,source_dataset,pattern_tags
7747,,Wind Turbine Transport,City,2009,59.9900,2018-01-01,2019-04-01,16,152.8000,159.0700,,4.1034,,,-30.7592,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7748,,Corporate Alliance Tank Droid,Star Wars,2009,24.9900,2018-01-01,2019-04-01,16,35.9300,32.4000,,-9.8247,,,-23.0569,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7749,,Echo Base,Star Wars,2009,24.9900,2018-01-01,2019-04-01,16,26.3500,33.6700,,27.7799,,,-33.0682,1,,mendeley_whole_2018_2019,"[""franchise_power""]"
7751,,Ahsoka’s Starfighter and Droids,Star Wars,2009,39.9900,2018-01-01,2019-04-01,16,100.6900,75.3300,,-25.1862,,,-27.3711,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7752,,Count Dooku’s Solar Sailer,Star Wars,2009,54.9900,2018-01-01,2019-04-01,16,64.5300,49.6700,,-23.0280,,,-47.8267,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7753,,Pirate Tank,Star Wars,2009,39.9900,2018-01-01,2019-04-01,16,50.2700,47.8700,,-4.7742,,,-25.2039,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7754,,Home One Mon Calimari Star Cruiser,Star Wars,2009,109.9900,2018-01-01,2019-04-01,16,109.9100,107.6700,,-2.0380,,,-33.0211,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7778,,Midi-scale Millennium Falcon,Star Wars,2009,39.9900,2018-01-01,2019-04-01,16,92.8000,82.0700,,-11.5625,,,-17.8879,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7779,,The Batman Dragster: Catwoman Pursuit,Batman,2006,9.9900,2018-01-01,2019-04-01,16,49.4000,25.6700,,-48.0364,,,-51.4170,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7780,,The Batboat: Hunt for Killer Croc,Batman,2006,19.9900,2018-01-01,2019-04-01,16,42.0700,29.9300,,-28.8567,,,-59.1198,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7781,,The Batmobile: Two-Face’s Escape,Batman,2006,29.9900,2018-01-01,2019-04-01,16,166.0700,87.4000,,-47.3716,,,-54.3987,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7782,,The Batwing: The Joker’s Aerial Assault,Batman,2006,49.9900,2018-01-01,2019-04-01,16,168.2700,117.3300,,-30.2728,,,-36.8455,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7783,,The Batcave: Penguin and Mr. Freeze’s Invasion,Batman,2006,89.9900,2018-01-01,2019-04-01,16,320.8300,220.8000,,-31.1785,,,-35.4092,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7784,,The Batmobile: Ultimate Collectors’ Edition,Batman,2006,69.9900,2018-01-01,2019-04-01,16,332.7300,248.2700,,-25.3839,,,-41.3155,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7785,,Arkham Asylum,Batman,2006,79.9900,2018-01-01,2019-04-01,16,217.1500,162.4700,,-25.1808,,,-30.4249,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7786,,The Batcopter: The Chase for Scarecrow,Batman,2007,29.9900,2018-01-01,2019-04-01,16,187.1000,165.4000,,-11.5981,,,-32.9396,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7787,,The Bat-Tank: The Riddler and Bane’s Hideout,Batman,2007,49.9900,2018-01-01,2019-04-01,16,34.6700,34.4000,,-0.7788,,,-43.5353,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7789,,Lotso’s Dump Truck,Toy story,2010,19.9900,2018-01-01,2019-04-01,16,23.8000,28.4700,,19.6218,,,-13.7073,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7831,,Creator Bucket,Creator,2002,4.9900,2018-10-01,2019-04-01,7,13.0000,,,,,,0.0000,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7848,,Toys R Us City Truck,City,2010,49.9900,2018-01-01,2019-04-01,16,91.7300,98.8700,,7.7837,,,-32.0475,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7868,,Mace Windu’s Jedi Starfighter,Star Wars,2011,39.9900,2018-01-01,2019-04-01,16,67.8000,73.2700,,8.0678,,,-20.4852,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7869,,Battle for Geonosis,Star Wars,2011,39.9900,2018-01-01,2019-04-01,16,69.6700,90.8000,,30.3287,,,-38.9890,1,,mendeley_whole_2018_2019,"[""franchise_power""]"
7876,,Cement Truck,Creator,2007,3.9900,2018-01-01,2019-04-01,16,12.0000,13.6700,,13.9167,,,0.0000,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7877,,Naboo Starfighter,Star Wars,2011,49.9900,2018-01-01,2019-04-01,16,38.8700,37.8000,,-2.7528,,,-10.1498,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7879,,Hoth Echo Base,Star Wars,2011,89.9900,2018-01-01,2019-04-01,16,160.6000,116.4000,,-27.5218,,,-42.2039,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7884,,Batman’s Buggy: The Escape of Mr. Freeze,Batman,2008,9.9900,2018-01-01,2019-04-01,16,17.2700,15.6700,,-9.2646,,,-22.3509,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7885,,Robin’s Scuba Jet: Attack of The Penguin,Batman,2008,19.9900,2018-01-01,2019-04-01,16,69.6000,60.3300,,-13.3190,,,-13.5057,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7886,,The Batcycle: Harley Quinn’s Hammer Truck,Batman,2008,29.9900,2018-01-01,2019-04-01,16,92.3300,64.2900,,-30.3693,,,-30.3693,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7888,,The Tumbler: Joker’s Ice Cream Surprise,Batman,2008,49.9900,2018-01-01,2019-04-01,16,58.0900,57.4000,,-1.1878,,,-14.2345,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7890,,Ambulance,City,2006,7.9900,2018-01-01,2019-04-01,16,33.5000,26.6700,,-20.3881,,,-21.7910,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7891,,Airport Fire Truck,City,2006,14.9900,2018-01-01,2019-04-01,16,44.5700,40.2700,,-9.6477,,,-9.6477,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7892,,Hospital,City,2006,49.9900,2018-01-01,2019-04-01,16,21.0000,54.0000,,157.1429,,,0.0000,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
7893,,Passenger Plane,City,2006,39.9900,2018-01-01,2019-04-01,16,109.1700,116.2700,,6.5036,,,-10.4789,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7894,,Airport,City,2006,79.9900,2018-01-01,2019-04-01,16,175.3300,127.6700,,-27.1830,,,-29.0880,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7895,,Switching Tracks,City,2006,15.9900,2018-01-01,2019-04-01,16,20.6000,21.8700,,6.1650,,,-30.0971,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7896,,Straight and Curved Rails,City,2006,15.9900,2018-01-01,2019-04-01,16,37.9300,33.8700,,-10.7039,,,-19.5758,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7898,,Cargo Train Deluxe,City,2006,149.9900,2018-01-01,2019-04-01,16,57.6200,46.2700,,-19.6980,,,-20.6352,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7899,,Police Boat,City,2006,24.9900,2018-01-01,2019-04-01,16,54.3300,35.6700,,-34.3457,,,-39.0944,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7900,,Heavy Loader,City,2006,24.9900,2018-01-01,2019-04-01,16,148.7500,69.0000,,-53.6134,,,-53.6134,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7901,,Airplane Mechanic,City,2006,3.9900,2018-01-01,2019-04-01,16,24.9300,19.7300,,-20.8584,,,-27.2764,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7902,,Doctor’s Car,City,2006,5.9900,2018-01-01,2019-04-01,16,22.0000,20.8000,,-5.4545,,,-20.0519,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7903,,Rescue Helicopter,City,2006,19.9900,2018-01-01,2019-04-01,16,24.4000,22.8600,,-6.3115,,,-11.1885,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7904,,City Advent Calendar,City,2006,19.9900,2018-01-01,2019-04-01,16,36.0000,19.1700,,-46.7500,,,-46.7500,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7905,,Building Crane,City,2006,69.9900,2018-01-01,2019-04-01,16,314.6700,217.6700,,-30.8259,,,-38.4685,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7906,,Fireboat,City,2007,34.9900,2018-01-01,2019-04-01,16,38.2000,25.1300,,-34.2147,,,-42.5916,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7907,,City Advent Calendar,City,2007,24.9900,2018-01-01,2019-04-01,16,32.4000,29.8000,,-8.0247,,,-14.3297,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7913,,Clone Trooper Battle Pack,Star Wars,2011,12.9900,2018-01-01,2019-04-01,16,31.4100,28.9300,,-7.8956,,,-27.6345,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7914,,Mandalorian Battle Pack,Star Wars,2011,11.9900,2018-01-01,2019-04-01,16,27.3900,28.2700,,3.2129,,,-21.6637,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7915,,Imperial V-wing Starfighter,Star Wars,2011,19.9900,2018-01-01,2019-04-01,16,27.8000,28.2000,,1.4388,,,-33.0767,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7929,,The Battle of Naboo,Star Wars,2011,24.9900,2018-01-01,2019-04-01,16,46.5600,46.0000,,-1.2027,,,-1.2027,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7930,,Bounty Hunter Assault Gunship,Star Wars,2011,49.9900,2018-01-01,2019-04-01,16,48.7700,38.7300,,-20.5864,,,-20.7327,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7931,,T-6 Jedi Shuttle,Star Wars,2011,59.9900,2018-01-01,2019-04-01,16,53.0000,44.9200,,-15.2453,,,-31.1321,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7936,,Level Crossing,City,2010,19.9900,2018-01-01,2019-04-01,16,84.4000,84.3300,,-0.0829,,,-23.3073,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7937,,Train Station,City,2010,49.9900,2018-01-01,2019-04-01,16,87.9400,99.7300,,13.4069,,,-17.5391,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7938,,Passenger Train,City,2010,129.9900,2018-01-01,2019-04-01,16,194.4700,153.2000,,-21.2218,,,-28.2153,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7939,,Cargo Train,City,2010,179.9900,2018-01-01,2019-04-01,16,224.3300,174.9300,,-22.0211,,,-47.9483,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7942,,Off-Road Fire Rescue,City,2007,9.9900,2018-01-01,2019-04-01,16,19.0000,18.3300,,-3.5263,,,-11.5789,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7944,,Fire Hovercraft,City,2007,29.9900,2018-01-01,2019-04-01,16,46.0000,41.5000,,-9.7826,,,-18.2609,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7945,,Fire Station,City,2007,59.9900,2018-01-01,2019-04-01,16,89.2000,75.2700,,-15.6166,,,-46.8566,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7946,,King’s Castle,Castle,2010,99.9900,2018-01-01,2019-04-01,16,226.5300,191.5300,,-15.4505,,,-20.5418,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7947,,Prison Tower Rescue,Castle,2010,49.9900,2018-01-01,2019-04-01,16,79.8700,71.9300,,-9.9412,,,-19.9541,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7948,,Outpost Attack,Castle,2010,19.9900,2018-01-01,2019-04-01,16,44.6000,44.2700,,-0.7399,,,-23.6000,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7949,,Prison Carriage Rescue,Castle,2010,9.9900,2018-01-01,2019-04-01,16,21.2000,25.0700,,18.2547,,,-14.9569,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7950,,Knight’s Showdown,Castle,2010,6.9900,2018-01-01,2019-04-01,16,19.0700,22.0700,,15.7315,,,-11.9417,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7952,,Kingdoms Advent Calendar,Castle,2010,34.9900,2018-01-01,2019-04-01,16,69.9300,59.7300,,-14.5860,,,-17.4197,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7953,,Court Jester,Castle,2010,3.9900,2018-01-01,2019-04-01,16,9.2700,9.1300,,-1.5102,,,-21.2512,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7955,,Wizard,Castle,2010,3.9900,2018-01-01,2019-04-01,16,13.2000,16.4000,,24.2424,,,-8.2584,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
7956,,Ewok Attack,Star Wars,2011,24.9900,2018-01-01,2019-04-01,16,49.6200,54.7300,,10.2983,,,-32.1894,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7957,,Sith Nightspeeder,Star Wars,2011,24.9900,2018-01-01,2019-04-01,16,29.8100,38.2700,,28.3797,,,-11.5232,1,,mendeley_whole_2018_2019,"[""franchise_power""]"
7958,,Star Wars Advent Calendar,Star Wars,2011,39.9900,2018-01-01,2019-04-01,16,40.2700,40.2700,,0.0000,,,-25.8257,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7959,,Geonosian Starfighter,Star Wars,2011,29.9900,2018-01-01,2019-04-01,16,36.7300,41.6700,,13.4495,,,-42.6812,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7961,,Darth Maul’s Sith Infiltrator,Star Wars,2011,69.9900,2018-01-01,2019-04-01,16,62.2700,56.1300,,-9.8603,,,-22.4989,0,,mendeley_whole_2018_2019,"[""franchise_power"", ""adult_display""]"
7962,,Anakin’s & Sebulba’s Podracers,Star Wars,2011,89.9900,2018-01-01,2019-04-01,16,106.2100,104.2700,,-1.8266,,,-26.8250,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7964,,Republic Frigate,Star Wars,2011,119.9900,2018-01-01,2019-04-01,16,220.8700,205.1300,,-7.1264,,,-15.4254,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7965,,Millennium Falcon,Star Wars,2011,139.9900,2018-01-01,2019-04-01,16,184.6100,171.0700,,-7.3344,,,-20.5460,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7976,,Ocean Speeder,Atlantis,2011,4.9900,2018-01-01,2019-04-01,16,8.0000,9.4000,,17.5000,,,-3.5088,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7977,,Seabed Strider,Atlantis,2011,9.9900,2018-01-01,2019-04-01,16,15.2000,15.4000,,1.3158,,,-12.0625,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7978,,Angler Attack,Atlantis,2011,19.9900,2018-01-01,2019-04-01,16,46.4000,36.6700,,-20.9698,,,-25.8621,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7979,,Castle Advent Calendar,Castle,2008,29.9900,2018-01-01,2019-04-01,16,9.0000,10.0000,,11.1111,,,-15.9091,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7984,,Deep Sea Raider,Atlantis,2011,29.9900,2018-01-01,2019-04-01,16,29.1300,26.2700,,-9.8181,,,-20.9630,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7985,,City of Atlantis,Atlantis,2011,69.9900,2018-01-01,2019-04-01,16,128.4000,106.2700,,-17.2352,,,-25.7274,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7990,,Cement Mixer,City,2007,14.9900,2018-01-01,2019-04-01,16,55.2000,27.1300,,-50.8514,,,-50.8514,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7991,,Recycle Truck,City,2007,14.9900,2018-01-01,2019-04-01,16,44.2700,23.6700,,-46.5326,,,-47.0825,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7992,,Container Stacker,City,2007,19.9900,2018-01-01,2019-04-01,16,57.0700,42.8700,,-24.8817,,,-31.0345,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7993,,Service Station,City,2007,39.9900,2018-01-01,2019-04-01,16,100.4400,86.8700,,-13.5106,,,-18.2742,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7994,,LEGO City Harbour,City,2007,89.9900,2018-01-01,2019-04-01,16,181.0000,161.6700,,-10.6796,,,-17.0712,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7996,,Train Rail Crossing,City,2007,24.9900,2018-01-01,2019-04-01,16,141.4600,116.3300,,-17.7647,,,-20.6843,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7997,,Train Station,City,2007,44.9900,2018-01-01,2019-04-01,16,115.0000,114.6000,,-0.3478,,,-8.0773,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7998,,Heavy Hauler,City,2007,34.9900,2018-01-01,2019-04-01,16,90.5000,36.0000,,-60.2210,,,-65.0055,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8000,,Pit Droid,Star Wars,2000,19.9900,2018-01-01,2019-04-01,16,26.8700,29.0700,,8.1876,,,-12.2198,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8001,,Battle Droid,Star Wars,2000,29.9900,2018-01-01,2019-04-01,16,45.4700,45.5300,,0.1320,,,-15.2628,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8002,,Destroyer Droid,Star Wars,2000,49.9900,2018-01-01,2019-04-01,16,96.0700,92.1300,,-4.1012,,,-13.2486,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8007,,C-3PO,Star Wars,2001,34.9900,2018-01-01,2019-04-01,16,61.6700,63.8000,,3.4539,,,-6.7828,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8008,,Stormtrooper,Star Wars,2001,34.9900,2018-01-01,2019-04-01,16,33.9300,30.8700,,-9.0186,,,-15.1736,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8009,,R2-D2,Star Wars,2002,19.9900,2018-01-01,2019-04-01,16,41.4000,44.0000,,6.2802,,,-2.0317,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8010,,Darth Vader,Star Wars,2002,39.9900,2018-01-01,2019-04-01,16,47.6700,54.0000,,13.2788,,,-10.5000,0,,mendeley_whole_2018_2019,"[""franchise_power"", ""adult_display""]"
8011,,Jango Fett,Star Wars,2002,29.9900,2018-01-01,2019-04-01,16,26.2000,22.1300,,-15.5344,,,-26.2892,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8012,,Super Battle Droid,Star Wars,2002,34.9900,2018-01-01,2019-04-01,16,36.4000,40.6700,,11.7308,,,-17.6774,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8014,,Clone Walker Battle Pack,Star Wars,2009,11.9900,2018-01-01,2019-04-01,16,33.7800,37.0000,,9.5323,,,-38.7031,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8015,,Assassin Droids Battle Pack,Star Wars,2009,9.9900,2018-01-01,2019-04-01,16,19.1300,19.8000,,3.5024,,,-24.8529,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8016,,Hyena Droid Bomber,Star Wars,2009,19.9900,2018-01-01,2019-04-01,16,33.9300,41.2700,,21.6328,,,-34.1438,1,,mendeley_whole_2018_2019,"[""franchise_power""]"
8017,,Darth Vader’s TIE Fighter,Star Wars,2009,29.9900,2018-01-01,2019-04-01,16,91.2500,46.2000,,-49.3699,,,-49.3699,0,,mendeley_whole_2018_2019,"[""franchise_power"", ""adult_display""]"
8018,,Armored Assault Tank (AAT),Star Wars,2009,49.9900,2018-01-01,2019-04-01,16,80.7300,51.2700,,-36.4920,,,-50.3072,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8019,,Republic Attack Shuttle,Star Wars,2009,59.9900,2018-01-01,2019-04-01,16,88.2700,42.6000,,-51.7390,,,-52.4925,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8028,,Mini TIE-Fighter,Star Wars,2008,2.9900,2018-01-01,2019-04-01,16,8.2700,7.6700,,-7.2551,,,-29.8670,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8029,,Mini Snowspeeder,Star Wars,2008,0.0000,2018-01-01,2019-04-01,16,30.0000,30.0000,,0.0000,,,0.0000,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8031,,V9 Torrent,Star Wars,2008,3.9900,2018-01-01,2019-04-01,16,8.4000,8.4000,,0.0000,,,-22.3496,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8033,,General Grievous’ Starfighter,Star Wars,2009,3.9900,2018-01-01,2019-04-01,16,10.6700,8.0700,,-24.3674,,,-25.9259,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8036,,Separatist Shuttle,Star Wars,2009,29.9900,2018-01-01,2019-04-01,16,37.5900,39.3300,,4.6289,,,-24.6000,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8037,,Anakin’s Y-wing Starfighter,Star Wars,2009,59.9900,2018-01-01,2019-04-01,16,89.8000,69.8000,,-22.2717,,,-37.5612,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8038,,The Battle of Endor,Star Wars,2009,99.9900,2018-01-01,2019-04-01,16,160.4700,143.6700,,-10.4692,,,-17.1069,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8039,,Venator-Class Republic Attack Cruiser,Star Wars,2009,119.9900,2018-01-01,2019-04-01,16,349.1300,220.8700,,-36.7370,,,-47.2976,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
8041,,Race Truck,Technic,2010,59.9900,2018-01-01,2019-04-01,16,62.0000,59.2700,,-4.4032,,,-28.4216,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8043,,Motorized Excavator,Technic,2010,199.9900,2018-01-01,2019-04-01,16,433.6700,377.0000,,-13.0675,,,-21.0217,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8045,,Mini Telehandler,Technic,2010,10.9900,2018-01-01,2019-04-01,16,35.0000,23.6700,,-32.3714,,,-36.7714,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8046,,Helicopter,Technic,2010,19.9900,2018-01-01,2019-04-01,16,31.1300,25.7300,,-17.3466,,,-27.7545,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8047,,Compact Excavator,Technic,2010,24.9900,2018-01-01,2019-04-01,16,51.1700,57.8700,,13.0936,,,-5.3794,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8048,,Buggy,Technic,2010,39.9900,2018-01-01,2019-04-01,16,62.3300,41.5000,,-33.4189,,,-42.7794,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8049,,Tractor with Log Loader,Technic,2010,59.9900,2018-01-01,2019-04-01,16,103.5500,102.0000,,-1.4969,,,-11.1549,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8051,,Motorbike,Technic,2010,39.9900,2018-01-01,2019-04-01,16,98.9300,97.4000,,-1.5465,,,-16.7023,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8052,,Container Truck,Technic,2010,69.9900,2018-01-01,2019-04-01,16,142.6200,138.2700,,-3.0501,,,-24.5057,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8053,,Mobile Crane,Technic,2010,99.9900,2018-01-01,2019-04-01,16,222.4000,174.3300,,-21.6142,,,-27.6849,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8056,,Monster Crab Clash,Atlantis,2010,6.9900,2018-01-01,2019-04-01,16,11.5500,12.2700,,6.2338,,,-10.7867,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8057,,Wreck Raider,Atlantis,2010,9.9900,2018-01-01,2019-04-01,16,11.2700,11.3300,,0.5324,,,-13.0401,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8058,,Guardian of the Deep,Atlantis,2010,14.9900,2018-01-01,2019-04-01,16,30.6000,26.6700,,-12.8431,,,-17.6471,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8059,,Seabed Scavenger,Atlantis,2010,14.9900,2018-01-01,2019-04-01,16,16.4400,17.0700,,3.8321,,,-5.7452,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8060,,Typhoon Turbo Sub,Atlantis,2010,24.9900,2018-01-01,2019-04-01,16,20.4700,24.2700,,18.5638,,,-10.9507,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8061,,Gateway of the Squid,Atlantis,2010,39.9900,2018-01-01,2019-04-01,16,55.2000,58.0700,,5.1993,,,-10.7690,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8063,,Tractor with Trailer,Technic,2009,99.9900,2018-01-01,2019-04-01,16,168.4000,180.3300,,7.0843,,,-3.9910,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8065,,Mini Container Truck,Technic,2011,10.9900,2018-01-01,2019-04-01,16,21.8000,17.7300,,-18.6697,,,-22.0183,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8066,,Off-Roader,Technic,2011,19.9900,2018-01-01,2019-04-01,16,35.6000,28.0700,,-21.1517,,,-26.6253,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8067,,Mini Mobile Crane,Technic,2011,24.9900,2018-01-01,2019-04-01,16,58.4000,63.8000,,9.2466,,,-5.1370,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8068,,Rescue Helicopter,Technic,2011,39.9900,2018-01-01,2019-04-01,16,46.0000,52.4700,,14.0652,,,-16.4774,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8069,,Backhoe Loader,Technic,2011,59.9900,2018-01-01,2019-04-01,16,87.0700,102.2700,,17.4572,,,-33.7108,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8070,,Super Car,Technic,2011,119.9900,2018-01-01,2019-04-01,16,204.2700,199.0000,,-2.5799,,,-42.2707,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8071,,Lift Truck,Technic,2011,49.9900,2018-01-01,2019-04-01,16,83.3300,69.6000,,-16.4767,,,-35.1532,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8072,,Sea Jet,Atlantis,2010,3.9900,2018-02-01,2019-04-01,15,9.0000,9.8300,,9.2222,,,-11.1111,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8073,,Manta Warrior,Atlantis,2010,3.9900,2018-01-01,2019-04-01,16,7.2700,7.4000,,1.7882,,,-8.9692,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8075,,Neptune Carrier,Atlantis,2010,59.9900,2018-01-01,2019-04-01,16,42.5300,49.2700,,15.8476,,,-9.0759,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8076,,Deep Sea Striker,Atlantis,2010,19.9900,2018-01-01,2019-04-01,16,20.1300,25.0700,,24.5405,,,-9.1310,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
8077,,Atlantis Exploration HQ,Atlantis,2010,49.9900,2018-01-01,2019-04-01,16,46.6000,51.2000,,9.8712,,,-4.2918,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8078,,Portal of Atlantis,Atlantis,2010,99.9900,2018-01-01,2019-04-01,16,99.2700,111.0000,,11.8163,,,-12.1713,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
8079,,Shadow Snapper,Atlantis,2010,29.9900,2018-01-01,2019-04-01,16,33.4700,24.0000,,-28.2940,,,-28.4223,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
